IMPHY_ID
IMPHY000001
IMPHY000005
IMPHY000012
IMPHY000069
IMPHY000079
IMPHY000096
IMPHY000097
IMPHY000119
IMPHY000122
IMPHY000127
IMPHY000128
IMPHY000144
IMPHY000145
IMPHY000146
IMPHY000156
IMPHY000168
IMPHY000179
IMPHY000186
IMPHY000205
IMPHY000256
IMPHY000325
IMPHY000333
IMPHY000346
IMPHY000357
IMPHY000360
IMPHY000363
IMPHY000416
IMPHY000473
IMPHY000478
IMPHY000487
IMPHY000488
IMPHY000501
IMPHY000506
IMPHY000508
IMPHY000519
IMPHY000535
IMPHY000536
IMPHY000537
IMPHY000547
IMPHY000576
IMPHY000591
IMPHY000595
IMPHY000615
IMPHY000616
IMPHY000643
IMPHY000653
IMPHY000654
IMPHY000655
IMPHY000656
IMPHY000660
IMPHY000684
IMPHY000687
IMPHY000693
IMPHY000695
IMPHY000713
IMPHY000716
IMPHY000727
IMPHY000744
IMPHY000762
IMPHY000764
IMPHY000769
IMPHY000778
IMPHY000793
IMPHY000794
IMPHY000802
IMPHY000813
IMPHY000828
IMPHY000836
IMPHY000859
IMPHY000884
IMPHY000891
IMPHY000892
IMPHY000895
IMPHY000905
IMPHY000908
IMPHY000910
IMPHY000920
IMPHY000927
IMPHY000943
IMPHY000967
IMPHY000974
IMPHY000979
IMPHY000982
IMPHY000983
IMPHY000984
IMPHY000986
IMPHY000987
IMPHY001002
IMPHY001015
IMPHY001018
IMPHY001024
IMPHY001052
IMPHY001053
IMPHY001061
IMPHY001064
IMPHY001090
IMPHY001104
IMPHY001105
IMPHY001108
IMPHY001157
IMPHY001159
IMPHY001172
IMPHY001182
IMPHY001184
IMPHY001206
IMPHY001224
IMPHY001264
IMPHY001304
IMPHY001311
IMPHY001320
IMPHY001343
IMPHY001349
IMPHY001387
IMPHY001390
IMPHY001397
IMPHY001403
IMPHY001408
IMPHY001417
IMPHY001423
IMPHY001459
IMPHY001465
IMPHY001472
IMPHY001478
IMPHY001506
IMPHY001513
IMPHY001523
IMPHY001531
IMPHY001550
IMPHY001561
IMPHY001563
IMPHY001567
IMPHY001572
IMPHY001585
IMPHY001594
IMPHY001607
IMPHY001621
IMPHY001628
IMPHY001636
IMPHY001647
IMPHY001654
IMPHY001668
IMPHY001669
IMPHY001685
IMPHY001703
IMPHY001712
IMPHY001721
IMPHY001727
IMPHY001728
IMPHY001736
IMPHY001739
IMPHY001745
IMPHY001747
IMPHY001752
IMPHY001759
IMPHY001776
IMPHY001790
IMPHY001796
IMPHY001799
IMPHY001804
IMPHY001807
IMPHY001826
IMPHY001844
IMPHY001845
IMPHY001852
IMPHY001898
IMPHY001903
IMPHY001904
IMPHY001907
IMPHY001922
IMPHY001928
IMPHY001935
IMPHY001946
IMPHY001948
IMPHY001957
IMPHY001977
IMPHY001997
IMPHY002002
IMPHY002013
IMPHY002014
IMPHY002016
IMPHY002018
IMPHY002041
IMPHY002049
IMPHY002073
IMPHY002093
IMPHY002101
IMPHY002118
IMPHY002119
IMPHY002134
IMPHY002157
IMPHY002168
IMPHY002169
IMPHY002175
IMPHY002199
IMPHY002209
IMPHY002210
IMPHY002224
IMPHY002287
IMPHY002294
IMPHY002327
IMPHY002335
IMPHY002361
IMPHY002363
IMPHY002368
IMPHY002383
IMPHY002385
IMPHY002401
IMPHY002418
IMPHY002425
IMPHY002462
IMPHY002465
IMPHY002486
IMPHY002493
IMPHY002512
IMPHY002530
IMPHY002544
IMPHY002545
IMPHY002549
IMPHY002600
IMPHY002632
IMPHY002661
IMPHY002662
IMPHY002681
IMPHY002713
IMPHY002731
IMPHY002735
IMPHY002742
IMPHY002755
IMPHY002758
IMPHY002762
IMPHY002765
IMPHY002770
IMPHY002771
IMPHY002776
IMPHY002779
IMPHY002818
IMPHY002819
IMPHY002822
IMPHY002829
IMPHY002835
IMPHY002856
IMPHY002868
IMPHY002878
IMPHY002916
IMPHY002933
IMPHY002943
IMPHY002956
IMPHY002963
IMPHY002981
IMPHY002985
IMPHY003000
IMPHY003007
IMPHY003059
IMPHY003070
IMPHY003099
IMPHY003100
IMPHY003102
IMPHY003108
IMPHY003111
IMPHY003115
IMPHY003122
IMPHY003137
IMPHY003148
IMPHY003155
IMPHY003162
IMPHY003176
IMPHY003187
IMPHY003193
IMPHY003212
IMPHY003223
IMPHY003243
IMPHY003244
IMPHY003245
IMPHY003252
IMPHY003259
IMPHY003266
IMPHY003271
IMPHY003280
IMPHY003289
IMPHY003315
IMPHY003319
IMPHY003321
IMPHY003325
IMPHY003332
IMPHY003355
IMPHY003369
IMPHY003376
IMPHY003420
IMPHY003432
IMPHY003433
IMPHY003445
IMPHY003465
IMPHY003492
IMPHY003494
IMPHY003496
IMPHY003498
IMPHY003504
IMPHY003506
IMPHY003526
IMPHY003528
IMPHY003529
IMPHY003535
IMPHY003575
IMPHY003576
IMPHY003591
IMPHY003597
IMPHY003598
IMPHY003612
IMPHY003615
IMPHY003620
IMPHY003659
IMPHY003664
IMPHY003665
IMPHY003697
IMPHY003698
IMPHY003708
IMPHY003731
IMPHY003732
IMPHY003737
IMPHY003751
IMPHY003753
IMPHY003761
IMPHY003782
IMPHY003783
IMPHY003784
IMPHY003785
IMPHY003809
IMPHY003813
IMPHY003814
IMPHY003826
IMPHY003896
IMPHY003897
IMPHY003906
IMPHY003954
IMPHY003978
IMPHY003980
IMPHY003987
IMPHY004002
IMPHY004008
IMPHY004013
IMPHY004038
IMPHY004041
IMPHY004051
IMPHY004058
IMPHY004068
IMPHY004086
IMPHY004089
IMPHY004112
IMPHY004116
IMPHY004130
IMPHY004212
IMPHY004226
IMPHY004228
IMPHY004240
IMPHY004241
IMPHY004243
IMPHY004256
IMPHY004311
IMPHY004329
IMPHY004335
IMPHY004336
IMPHY004338
IMPHY004343
IMPHY004348
IMPHY004359
IMPHY004360
IMPHY004364
IMPHY004375
IMPHY004378
IMPHY004379
IMPHY004387
IMPHY004388
IMPHY004392
IMPHY004393
IMPHY004403
IMPHY004413
IMPHY004415
IMPHY004416
IMPHY004420
IMPHY004424
IMPHY004433
IMPHY004434
IMPHY004437
IMPHY004448
IMPHY004450
IMPHY004469
IMPHY004474
IMPHY004479
IMPHY004482
IMPHY004483
IMPHY004490
IMPHY004492
IMPHY004497
IMPHY004515
IMPHY004516
IMPHY004538
IMPHY004553
IMPHY004557
IMPHY004568
IMPHY004572
IMPHY004574
IMPHY004585
IMPHY004586
IMPHY004592
IMPHY004600
IMPHY004601
IMPHY004602
IMPHY004610
IMPHY004611
IMPHY004614
IMPHY004619
IMPHY004625
IMPHY004629
IMPHY004637
IMPHY004640
IMPHY004642
IMPHY004643
IMPHY004655
IMPHY004656
IMPHY004659
IMPHY004660
IMPHY004661
IMPHY004667
IMPHY004681
IMPHY004690
IMPHY004696
IMPHY004699
IMPHY004708
IMPHY004711
IMPHY004712
IMPHY004717
IMPHY004718
IMPHY004724
IMPHY004741
IMPHY004768
IMPHY004776
IMPHY004777
IMPHY004797
IMPHY004801
IMPHY004808
IMPHY004811
IMPHY004821
IMPHY004826
IMPHY004833
IMPHY004835
IMPHY004839
IMPHY004841
IMPHY004844
IMPHY004867
IMPHY004869
IMPHY004870
IMPHY004871
IMPHY004876
IMPHY004877
IMPHY004878
IMPHY004897
IMPHY004898
IMPHY004900
IMPHY004912
IMPHY004925
IMPHY004937
IMPHY004938
IMPHY004939
IMPHY004943
IMPHY004960
IMPHY004966
IMPHY004967
IMPHY004968
IMPHY004978
IMPHY004980
IMPHY004990
IMPHY004996
IMPHY005008
IMPHY005053
IMPHY005062
IMPHY005064
IMPHY005067
IMPHY005090
IMPHY005094
IMPHY005119
IMPHY005128
IMPHY005149
IMPHY005159
IMPHY005165
IMPHY005197
IMPHY005206
IMPHY005211
IMPHY005219
IMPHY005258
IMPHY005259
IMPHY005264
IMPHY005265
IMPHY005273
IMPHY005290
IMPHY005309
IMPHY005315
IMPHY005323
IMPHY005324
IMPHY005327
IMPHY005336
IMPHY005346
IMPHY005355
IMPHY005361
IMPHY005371
IMPHY005380
IMPHY005385
IMPHY005405
IMPHY005414
IMPHY005430
IMPHY005431
IMPHY005433
IMPHY005434
IMPHY005435
IMPHY005436
IMPHY005442
IMPHY005447
IMPHY005450
IMPHY005453
IMPHY005458
IMPHY005459
IMPHY005460
IMPHY005461
IMPHY005462
IMPHY005463
IMPHY005465
IMPHY005468
IMPHY005472
IMPHY005476
IMPHY005477
IMPHY005479
IMPHY005483
IMPHY005486
IMPHY005493
IMPHY005508
IMPHY005512
IMPHY005530
IMPHY005543
IMPHY005544
IMPHY005556
IMPHY005577
IMPHY005581
IMPHY005586
IMPHY005593
IMPHY005598
IMPHY005601
IMPHY005602
IMPHY005603
IMPHY005604
IMPHY005605
IMPHY005607
IMPHY005610
IMPHY005615
IMPHY005616
IMPHY005630
IMPHY005636
IMPHY005661
IMPHY005677
IMPHY005681
IMPHY005690
IMPHY005701
IMPHY005709
IMPHY005755
IMPHY005766
IMPHY005787
IMPHY005791
IMPHY005801
IMPHY005822
IMPHY005828
IMPHY005836
IMPHY005849
IMPHY005855
IMPHY005869
IMPHY005872
IMPHY005873
IMPHY005874
IMPHY005882
IMPHY005888
IMPHY005898
IMPHY005907
IMPHY005908
IMPHY005913
IMPHY005914
IMPHY005917
IMPHY005919
IMPHY005920
IMPHY005926
IMPHY005951
IMPHY005965
IMPHY005966
IMPHY005968
IMPHY005969
IMPHY005983
IMPHY005985
IMPHY005997
IMPHY006004
IMPHY006019
IMPHY006023
IMPHY006031
IMPHY006056
IMPHY006058
IMPHY006061
IMPHY006072
IMPHY006076
IMPHY006078
IMPHY006080
IMPHY006084
IMPHY006087
IMPHY006095
IMPHY006101
IMPHY006102
IMPHY006103
IMPHY006104
IMPHY006106
IMPHY006110
IMPHY006120
IMPHY006131
IMPHY006133
IMPHY006139
IMPHY006140
IMPHY006157
IMPHY006199
IMPHY006202
IMPHY006227
IMPHY006237
IMPHY006248
IMPHY006251
IMPHY006252
IMPHY006260
IMPHY006268
IMPHY006294
IMPHY006296
IMPHY006312
IMPHY006343
IMPHY006360
IMPHY006364
IMPHY006376
IMPHY006425
IMPHY006435
IMPHY006439
IMPHY006447
IMPHY006448
IMPHY006480
IMPHY006489
IMPHY006500
IMPHY006501
IMPHY006508
IMPHY006511
IMPHY006512
IMPHY006513
IMPHY006518
IMPHY006530
IMPHY006589
IMPHY006616
IMPHY006625
IMPHY006641
IMPHY006665
IMPHY006669
IMPHY006671
IMPHY006680
IMPHY006738
IMPHY006739
IMPHY006744
IMPHY006750
IMPHY006752
IMPHY006759
IMPHY006776
IMPHY006808
IMPHY006810
IMPHY006848
IMPHY006852
IMPHY006857
IMPHY006859
IMPHY006879
IMPHY006892
IMPHY006895
IMPHY006902
IMPHY006930
IMPHY006980
IMPHY007023
IMPHY007085
IMPHY007094
IMPHY007209
IMPHY007231
IMPHY007258
IMPHY007277
IMPHY007283
IMPHY007306
IMPHY007320
IMPHY007341
IMPHY007345
IMPHY007360
IMPHY007364
IMPHY007382
IMPHY007383
IMPHY007393
IMPHY007396
IMPHY007401
IMPHY007403
IMPHY007425
IMPHY007433
IMPHY007449
IMPHY007483
IMPHY007499
IMPHY007514
IMPHY007526
IMPHY007530
IMPHY007537
IMPHY007557
IMPHY007572
IMPHY007597
IMPHY007624
IMPHY007643
IMPHY007645
IMPHY007648
IMPHY007705
IMPHY007718
IMPHY007723
IMPHY007749
IMPHY007750
IMPHY007755
IMPHY007764
IMPHY007793
IMPHY007809
IMPHY007827
IMPHY007829
IMPHY007843
IMPHY007860
IMPHY007864
IMPHY007867
IMPHY007868
IMPHY007869
IMPHY007871
IMPHY007879
IMPHY007894
IMPHY007910
IMPHY007916
IMPHY007922
IMPHY007941
IMPHY007942
IMPHY007952
IMPHY007961
IMPHY007965
IMPHY008016
IMPHY008040
IMPHY008041
IMPHY008043
IMPHY008068
IMPHY008072
IMPHY008076
IMPHY008079
IMPHY008080
IMPHY008084
IMPHY008101
IMPHY008104
IMPHY008119
IMPHY008132
IMPHY008136
IMPHY008138
IMPHY008139
IMPHY008183
IMPHY008185
IMPHY008186
IMPHY008187
IMPHY008201
IMPHY008210
IMPHY008235
IMPHY008249
IMPHY008250
IMPHY008274
IMPHY008293
IMPHY008312
IMPHY008318
IMPHY008319
IMPHY008328
IMPHY008339
IMPHY008340
IMPHY008374
IMPHY008384
IMPHY008401
IMPHY008405
IMPHY008420
IMPHY008435
IMPHY008438
IMPHY008448
IMPHY008450
IMPHY008452
IMPHY008461
IMPHY008484
IMPHY008514
IMPHY008523
IMPHY008571
IMPHY008580
IMPHY008593
IMPHY008601
IMPHY008608
IMPHY008611
IMPHY008612
IMPHY008632
IMPHY008666
IMPHY008668
IMPHY008670
IMPHY008682
IMPHY008685
IMPHY008702
IMPHY008707
IMPHY008718
IMPHY008719
IMPHY008721
IMPHY008723
IMPHY008724
IMPHY008732
IMPHY008734
IMPHY008743
IMPHY008767
IMPHY008774
IMPHY008782
IMPHY008784
IMPHY008787
IMPHY008789
IMPHY008794
IMPHY008795
IMPHY008797
IMPHY008798
IMPHY008809
IMPHY008839
IMPHY008871
IMPHY008881
IMPHY008922
IMPHY008924
IMPHY008926
IMPHY008932
IMPHY008934
IMPHY008945
IMPHY008993
IMPHY009007
IMPHY009009
IMPHY009022
IMPHY009027
IMPHY009045
IMPHY009061
IMPHY009065
IMPHY009071
IMPHY009073
IMPHY009081
IMPHY009086
IMPHY009087
IMPHY009089
IMPHY009093
IMPHY009099
IMPHY009116
IMPHY009124
IMPHY009138
IMPHY009143
IMPHY009168
IMPHY009176
IMPHY009179
IMPHY009197
IMPHY009208
IMPHY009214
IMPHY009227
IMPHY009235
IMPHY009244
IMPHY009253
IMPHY009286
IMPHY009295
IMPHY009302
IMPHY009307
IMPHY009311
IMPHY009326
IMPHY009332
IMPHY009336
IMPHY009341
IMPHY009347
IMPHY009391
IMPHY009403
IMPHY009417
IMPHY009426
IMPHY009427
IMPHY009434
IMPHY009442
IMPHY009448
IMPHY009458
IMPHY009461
IMPHY009466
IMPHY009508
IMPHY009521
IMPHY009523
IMPHY009524
IMPHY009528
IMPHY009543
IMPHY009579
IMPHY009598
IMPHY009606
IMPHY009609
IMPHY009612
IMPHY009614
IMPHY009616
IMPHY009619
IMPHY009635
IMPHY009636
IMPHY009639
IMPHY009672
IMPHY009686
IMPHY009728
IMPHY009799
IMPHY009820
IMPHY009883
IMPHY009904
IMPHY009910
IMPHY009913
IMPHY009917
IMPHY009919
IMPHY009923
IMPHY009930
IMPHY009971
IMPHY010007
IMPHY010012
IMPHY010044
IMPHY010045
IMPHY010059
IMPHY010073
IMPHY010075
IMPHY010078
IMPHY010079
IMPHY010119
IMPHY010120
IMPHY010131
IMPHY010137
IMPHY010165
IMPHY010169
IMPHY010186
IMPHY010229
IMPHY010230
IMPHY010260
IMPHY010283
IMPHY010284
IMPHY010314
IMPHY010315
IMPHY010343
IMPHY010348
IMPHY010354
IMPHY010375
IMPHY010376
IMPHY010380
IMPHY010383
IMPHY010416
IMPHY010420
IMPHY010431
IMPHY010449
IMPHY010458
IMPHY010461
IMPHY010467
IMPHY010479
IMPHY010483
IMPHY010492
IMPHY010510
IMPHY010550
IMPHY010567
IMPHY010578
IMPHY010613
IMPHY010643
IMPHY010647
IMPHY010672
IMPHY010698
IMPHY010699
IMPHY010701
IMPHY010703
IMPHY010707
IMPHY010738
IMPHY010756
IMPHY010758
IMPHY010766
IMPHY010769
IMPHY010795
IMPHY010799
IMPHY010818
IMPHY010821
IMPHY010864
IMPHY010874
IMPHY010886
IMPHY010950
IMPHY010969
IMPHY010975
IMPHY010982
IMPHY010985
IMPHY010999
IMPHY011028
IMPHY011094
IMPHY011096
IMPHY011127
IMPHY011138
IMPHY011139
IMPHY011140
IMPHY011141
IMPHY011147
IMPHY011168
IMPHY011170
IMPHY011179
IMPHY011204
IMPHY011230
IMPHY011232
IMPHY011233
IMPHY011238
IMPHY011245
IMPHY011283
IMPHY011308
IMPHY011311
IMPHY011335
IMPHY011365
IMPHY011366
IMPHY011399
IMPHY011400
IMPHY011405
IMPHY011421
IMPHY011467
IMPHY011477
IMPHY011508
IMPHY011520
IMPHY011540
IMPHY011543
IMPHY011559
IMPHY011566
IMPHY011582
IMPHY011621
IMPHY011650
IMPHY011664
IMPHY011716
IMPHY011781
IMPHY011782
IMPHY011783
IMPHY011813
IMPHY011823
IMPHY011836
IMPHY011878
IMPHY011879
IMPHY011899
IMPHY011900
IMPHY011933
IMPHY011967
IMPHY011968
IMPHY011986
IMPHY011989
IMPHY011990
IMPHY012011
IMPHY012038
IMPHY012045
IMPHY012048
IMPHY012117
IMPHY012213
IMPHY012214
IMPHY012224
IMPHY012232
IMPHY012331
IMPHY012339
IMPHY012364
IMPHY012387
IMPHY012388
IMPHY012420
IMPHY012423
IMPHY012428
IMPHY012430
IMPHY012446
IMPHY012450
IMPHY012461
IMPHY012465
IMPHY012471
IMPHY012493
IMPHY012495
IMPHY012541
IMPHY012542
IMPHY012551
IMPHY012552
IMPHY012573
IMPHY012580
IMPHY012601
IMPHY012646
IMPHY012648
IMPHY012681
IMPHY012708
IMPHY012729
IMPHY012730
IMPHY012742
IMPHY012743
IMPHY012746
IMPHY012747
IMPHY012781
IMPHY012784
IMPHY012790
IMPHY012794
IMPHY012795
IMPHY012801
IMPHY012839
IMPHY012863
IMPHY012864
IMPHY012865
IMPHY012875
IMPHY012882
IMPHY012885
IMPHY012889
IMPHY012901
IMPHY012902
IMPHY012926
IMPHY012928
IMPHY012932
IMPHY012952
IMPHY012962
IMPHY012971
IMPHY012973
IMPHY012980
IMPHY012983
IMPHY012986
IMPHY012996
IMPHY013009
IMPHY013019
IMPHY013024
IMPHY013030
IMPHY013036
IMPHY013040
IMPHY013074
IMPHY013095
IMPHY013103
IMPHY013141
IMPHY013159
IMPHY013160
IMPHY013169
IMPHY013175
IMPHY013190
IMPHY013193
IMPHY013194
IMPHY013205
IMPHY013225
IMPHY013229
IMPHY013230
IMPHY013244
IMPHY013246
IMPHY013261
IMPHY013262
IMPHY013268
IMPHY013269
IMPHY013271
IMPHY013295
IMPHY013296
IMPHY013304
IMPHY013305
IMPHY013322
IMPHY013327
IMPHY013335
IMPHY013344
IMPHY013345
IMPHY013348
IMPHY013356
IMPHY013400
IMPHY013429
IMPHY013452
IMPHY013469
IMPHY013476
IMPHY013494
IMPHY013498
IMPHY013503
IMPHY013510
IMPHY013518
IMPHY013526
IMPHY013535
IMPHY013538
IMPHY013545
IMPHY013557
IMPHY013565
IMPHY013566
IMPHY013584
IMPHY013586
IMPHY013590
IMPHY013623
IMPHY013660
IMPHY013661
IMPHY013685
IMPHY013703
IMPHY013729
IMPHY013730
IMPHY013734
IMPHY013742
IMPHY013746
IMPHY013784
IMPHY013814
IMPHY013873
IMPHY013874
IMPHY013911
IMPHY013993
IMPHY014004
IMPHY014013
IMPHY014014
IMPHY014022
IMPHY014028
IMPHY014037
IMPHY014042
IMPHY014055
IMPHY014056
IMPHY014063
IMPHY014064
